"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"PSA";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX ApKa";"CX BpKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA Lipinski";"HBD Lipinski";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL206031";"BRECANAVIR";"BRECANAVIR|GW-640385|GW-640385X|GW-64085X|GW640385|GW64085X";"Small molecule";"2";"703.84";"13";"74";"3.87";"154.98";"12";"2";"2";"14";"N";"0.25";"13.18";"2.60";"3.70";"3.70";"3";"MOL";"0";"48";"13";"2";"2";"703.2233";"NEUTRAL";"C33H41N3O10S2";"Cc1nc(COc2ccc(C[C@H](NC(=O)O[C@H]3CO[C@H]4OCC[C@@H]34)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc4c(c3)OCO4)cc2)cs1"
"CHEMBL38827";"LUMEFANTRINE";"CPG-56695|GNF-PF-1971|LUMEFANTRINE";"Small molecule";"4";"528.95";"13";"109";"9.15";"23.47";"2";"1";"2";"10";"N";"0.22";"";"9.78";"9.19";"6.84";"3";"MOL";"0";"35";"2";"1";"2";"527.1549";"BASE";"C30H32Cl3NO";"CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1"
"CHEMBL1751";"DIGOXIN";"DIGAMEX|DIGOXIN|DIGOXIN PEDIATRIC|Digoxin|LANOXICAPS|LANOXIN|LANOXIN PEDIATRIC|LANOXIN-125|LANOXIN-PG|NSC-95100|Vanoxin";"Small molecule";"4";"780.95";"234";"1327";"2.22";"203.06";"14";"6";"3";"7";"N";"0.16";"7.15";"";"2.37";"1.92";"0";"MOL";"0";"55";"14";"6";"3";"780.4296";"NEUTRAL";"C41H64O14";"C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O"
"CHEMBL1434";"MINOCYCLINE";"MINOCYCLINE|Minocycline";"Small molecule";"4";"457.48";"99";"909";"0.19";"164.63";"9";"5";"0";"3";"N";"0.40";"2.90";"7.90";"-2.54";"-2.61";"1";"MOL";"0";"33";"10";"6";"1";"457.1849";"ACID";"C23H27N3O7";"CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O"
"CHEMBL3085504";"BLEOMYCIN SULFATE";"BLEOMYCIN SULFATE|BLEOMYCINS SULFATE|Blenoxane";"Small molecule";"4";"1513.66";"3";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"MOL";"0";"";"";"";"";"1414.5184";"";"C55H86N17O25S4+";"Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1.O=S(=O)(O)O"
"CHEMBL483254";"PANOBINOSTAT";"FARYDAK|LBH589|PANOBINOSTAT";"Small molecule";"4";"349.43";"61";"252";"3.33";"77.15";"3";"4";"0";"7";"N";"0.23";"9.31";"9.95";"2.48";"0.97";"3";"MOL";"0";"26";"5";"4";"0";"349.1790";"BASE";"C21H23N3O2";"Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1"
"CHEMBL1201558";"INTERFERON ALFA-2B";"INTERFERON ALFA-2B|INTRON A|INTRON A HSA-FREE|Intron-A|SCH 30500|Viraferon";"Protein";"4";"";"2";"19";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";""
"CHEMBL2105686";"CENICRIVIROC MESYLATE";"CENICRIVIROC MESILATE|CENICRIVIROC MESYLATE|TAK-652|TBR-652";"Small molecule";"1";"793.06";"10";"50";"8.74";"85.69";"7";"1";"2";"17";"N";"0.11";"13.83";"6.39";"7.57";"7.54";"4";"MOL";"0";"50";"8";"1";"2";"696.3709";"NEUTRAL";"C42H56N4O7S2";"CCCCOCCOc1ccc(-c2ccc3c(c2)/C=C(/C(=O)Nc2ccc([S@@+]([O-])Cc4cncn4CCC)cc2)CCCN3CC(C)C)cc1.CS(=O)(=O)O"
"CHEMBL54893";"UC 781";"UC 781|UC-781";"Small molecule";"1";"335.86";"69";"98";"5.37";"34.40";"3";"1";"1";"5";"N";"0.59";"10.85";"";"5.10";"5.10";"2";"MOL";"0";"22";"3";"1";"1";"335.0747";"NEUTRAL";"C17H18ClNO2S";"CC(C)=CCOc1cc(NC(=S)c2ccoc2C)ccc1Cl"
"CHEMBL453514";"SPIRAMYCIN";"ACETYLSPIRAMYCIN|IL 5902|NSC-55926|NSC-64393|ROVAMYCINE 250|RP 5337|Rovamycin|SPIRAMYCIN|Spiramycin I";"Small molecule";"4";"843.06";"25";"89";"2.33";"195.38";"16";"4";"2";"11";"N";"0.17";"12.53";"9.26";"2.50";"0.02";"0";"MOL";"0";"59";"16";"4";"2";"842.5140";"BASE";"C43H74N2O14";"CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O"
"CHEMBL4297377";"ELSULFAVIRINE SODIUM";"ELPIDA|ELSULFAVIRINE SODIUM|R-1206 SODIUM|R1206(SODIUM SALT)";"Small molecule";"1";"651.27";"0";"";"5.96";"125.36";"6";"2";"2";"8";"N";"0.32";"3.24";"";"5.82";"4.87";"3";"MOL";"0";"37";"8";"2";"2";"626.9433";"ACID";"C24H16BrCl2FN3NaO5S";"CCC(=O)[N-]S(=O)(=O)c1ccc(NC(=O)Cc2ccc(Br)c(Oc3cc(Cl)cc(C#N)c3)c2F)c(Cl)c1.[Na+]"
"CHEMBL1649931";"PF-232798";"PF-00232798|PF-232798";"Small molecule";"2";"509.67";"13";"24";"4.31";"70.47";"5";"1";"1";"7";"N";"0.60";"";"9.58";"1.99";"-0.19";"2";"MOL";"0";"37";"7";"1";"1";"509.3166";"BASE";"C29H40FN5O2";"CC(=O)N[C@@H](CCN1[C@H]2CC[C@@H]1C[C@H](n1c(C)nc3c1CCN(C(=O)C(C)C)C3)C2)c1cccc(F)c1"
"CHEMBL4297344";"ABX-464";"ABX-464|ABX464|SPL-464";"Small molecule";"2";"338.72";"0";"";"5.53";"34.15";"3";"1";"1";"3";"N";"0.68";"";"3.78";"6.20";"6.20";"3";"MOL";"0";"23";"3";"1";"1";"338.0434";"NEUTRAL";"C16H10ClF3N2O";"FC(F)(F)Oc1ccc(Nc2ccc3cccc(Cl)c3n2)cc1"
"CHEMBL4297297";"KP-1461";"KP-1461";"Small molecule";"2";"372.42";"0";"";"0.49";"132.72";"7";"4";"0";"8";"N";"0.46";"9.90";"2.82";"0.96";"0.95";"0";"MOL";"0";"26";"10";"4";"0";"372.2009";"NEUTRAL";"C16H28N4O6";"CCCCCCCOC(=O)NC1=NC(=O)N([C@H]2C[C@H](O)[C@@H](CO)O2)CN1"
"CHEMBL692";"GLYCERIN";"E-422|E422|FEMA NO. 2525|GLYCERIN|GLYCEROL|GLYCEROL 85%|GLYCOGELATIN|Glycerin|Glycerol|INS NO.422|INS-422|KEYBELLS|M 314429|MONOCTANOIN COMPONENT D|Monoctanoin Component D|NIROLEX|NSC-9230|OPHTHALGAN|OPTIM|OSMOGLYN|PZN 7474853|SENOKOT DIRECT RELIEF|TIXYLIX BABY|TIXYLIX TODDLER|WATERHOUSE";"Small molecule";"4";"92.09";"15";"20";"-1.67";"60.69";"3";"3";"0";"2";"N";"0.38";"13.61";"";"-1.84";"-1.84";"0";"MOL";"0";"6";"3";"3";"0";"92.0473";"NEUTRAL";"C3H8O3";"OCC(O)CO"
"CHEMBL1205";"NELFINAVIR MESYLATE";"AG1343|NELFINAVIR MESILATE|NELFINAVIR MESYLATE|NELFINAVIR METHANESULFONATE|VIRACEPT";"Small molecule";"4";"663.90";"39";"170";"4.75";"101.90";"6";"4";"1";"9";"N";"0.33";"9.32";"8.18";"4.72";"4.09";"2";"MOL";"0";"40";"7";"4";"1";"567.3131";"NEUTRAL";"C33H49N3O7S2";"CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C"
"CHEMBL1486";"TENOFOVIR DISOPROXIL FUMARATE";"GS-1278|GS-4331-05|GS-4331-05-|PMPA|PMPA PRODRUG|PMPA Prodrug|PMPA-PRODRUG|TENOFOVIR|TENOFOVIR DISOPROXIL FUMARATE|VIREAD|Viread";"Small molecule";"4";"635.52";"18";"148";"3.04";"185.44";"15";"1";"2";"13";"N";"0.23";"";"3.74";"2.65";"2.65";"2";"MOL";"0";"35";"15";"2";"2";"519.1730";"NEUTRAL";"C23H34N5O14P";"CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.O=C(O)/C=C/C(=O)O"
"CHEMBL1496";"ROSUVASTATIN";"ROSUVASTATIN|Rosuvastatin|ZD-4522|ZD4522";"Small molecule";"4";"481.55";"33";"202";"2.40";"140.92";"7";"3";"0";"10";"N";"0.47";"4.00";"";"1.92";"-1.24";"2";"MOL";"0";"33";"9";"3";"0";"481.1683";"ACID";"C22H28FN3O6S";"CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O"
"CHEMBL547";"ISOTRETINOIN";"13 Cis-Retinoic Acid|ABSORICA|ACCUTANE|AMNESTEEM|CLARAVIS|ISOTRETINOIN|ISOTREX|MYORISAN|PAT-001|RETINOIC ACID 13-CIS-FORM|RO 4-3780|RO-4-3780|ROACCUTANE|SOTRET|ZENATANE";"Small molecule";"4";"300.44";"169";"920";"5.60";"37.30";"1";"1";"1";"5";"N";"0.53";"4.76";"";"5.01";"2.42";"0";"MOL";"0";"22";"2";"1";"1";"300.2089";"ACID";"C20H28O2";"CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1"
"CHEMBL2110727";"CENICRIVIROC";"CENICRIVIROC|TAK-652|TBR-652";"Small molecule";"3";"696.96";"6";"6";"8.74";"85.69";"7";"1";"2";"17";"N";"0.11";"13.83";"6.39";"7.57";"7.54";"4";"MOL";"0";"50";"8";"1";"2";"696.3709";"NEUTRAL";"C41H52N4O4S";"CCCCOCCOc1ccc(-c2ccc3c(c2)/C=C(/C(=O)Nc2ccc([S@@+]([O-])Cc4cncn4CCC)cc2)CCCN3CC(C)C)cc1"
"CHEMBL280527";"ATEVIRDINE MESYLATE";"ATEVIRDINE|ATEVIRDINE MESYLATE|ATEVIRDINE METHANESULFONATE|U-87201|U-87201E";"Small molecule";"2";"379.46";"10";"43";"2.97";"73.49";"5";"2";"0";"5";"N";"0.71";"";"6.88";"2.08";"1.97";"3";"MOL";"0";"28";"7";"2";"0";"379.2008";"NEUTRAL";"C21H25N5O2";"CCNc1cccnc1N1CCN(C(=O)c2cc3cc(OC)ccc3[nH]2)CC1"
"CHEMBL311300";"PELDESINE";"BCX-34|PELDESINE";"Small molecule";"1";"241.25";"4";"13";"0.82";"100.45";"4";"3";"0";"2";"N";"0.62";"11.22";"5.42";"0.37";"0.37";"3";"MOL";"0";"18";"6";"4";"0";"241.0964";"NEUTRAL";"C12H11N5O";"Nc1nc2c(Cc3cccnc3)c[nH]c2c(=O)[nH]1"
"CHEMBL1697";"DILTIAZEM HYDROCHLORIDE";"ADIZEM-60|ADIZEM-SR|ADIZEM-XL|ANGIOZEM 60|ANGIOZEM CR 120|ANGIOZEM CR 90|ANGITIL SR 120|ANGITIL SR 180|ANGITIL SR 90|ANGITIL XL 240|ANGITIL XL 300|ANOHEAL|BI-CARZEM SR|BI-CARZEM XL|BRITIAZIM|CALAZEM|CALCICARD|CALCICARD CR|CARDIZEM|CARDIZEM CD|CARDIZEM LA|CARDIZEM SR|CARTIA XT|CRD-401|DILACOR|DILACOR XR|DILCARDIA SR|DILCARDIA XL|DILT-CD|DILTIAZEM HYDROCHLORIDE|DILTZAC|DILZEM SR 120|DILZEM SR 60|DILZEM SR 90|DILZEM XL 120|DILZEM XL 180|DILZEM XL 240|DISOGRAM SR|HORIZEM SR 120|HORIZEM SR 60|HORIZEM SR 90|KENTIAZEM|KENZEM SR|OPTIL|OPTIL SR 120|OPTIL SR 180|OPTIL SR 90|OPTIL XL 240|OPTIL XL 300|RETALZEM 60|RG 83606|SLOZEM|SLOZEM 120|SLOZEM 180|SLOZEM 240|TAZTIA XT|TIAMEX|TIAZAC|TILDIEM|TILDIEM LA 200|TILDIEM LA 300|TILDIEM RET 120|TILDIEM RET 90|UARD 120XL|UARD 180XL|UARD 240XL|UARD 300XL|VIAZEM XL|ZEMRET 180 XL|ZEMRET 240 XL|ZEMRET 300 XL|ZEMTARD 120 XL|ZEMTARD 180 XL|ZEMTARD 240 XL|ZEMTARD 300 XL|ZILDIL SR";"Small molecule";"4";"450.99";"25";"62";"3.37";"59.08";"6";"0";"0";"6";"N";"0.68";"12.86";"8.18";"2.73";"1.89";"2";"MOL";"0";"29";"6";"0";"0";"414.1613";"NEUTRAL";"C22H27ClN2O4S";"COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1.Cl"
"CHEMBL58510";"CHLOROQUINE PHOSPHATE";"ARALEN|AVLOCLOR|CHLOROQUINE DIPHOSPHATE|CHLOROQUINE PHOSPHATE|Chloroquine Diphosphate|Chloroquine Phosphate|MALARIVON|NSC-14050|SN-7618|WR-1522";"Small molecule";"4";"515.87";"44";"305";"4.81";"28.16";"3";"1";"0";"8";"N";"0.76";"";"10.32";"3.93";"0.88";"2";"MOL";"0";"22";"3";"1";"0";"319.1815";"BASE";"C18H32ClN3O8P2";"CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O.O=P(O)(O)O"
"CHEMBL1200807";"NORELGESTROMIN";"DEACETYLNORGESTIMATE|EVRA|NORELGESTROMIN|ORTHO EVRA|RWJ-10553";"Small molecule";"4";"327.47";"4";"8";"4.14";"52.82";"3";"2";"0";"1";"N";"0.43";"11.47";"3.12";"3.67";"3.67";"0";"MOL";"0";"24";"3";"2";"0";"327.2198";"NEUTRAL";"C21H29NO2";"C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC"
"CHEMBL2110372";"RANITIDINE HYDROCHLORIDE";"AH 19065|AZANTAC|DUMORAN|GAVILAST|GAVILAST-P|HISTAC|RACIRAN 150|RACIRAN 300|RANICALM|RANIPLEX|RANITIC|RANITIDINE HYDROCHLORIDE|RANITIL|RANTEC|RANZAC|VIVATAK|ZAEDOC 150|ZAEDOC 300|ZANTAC|ZANTAC 150|ZANTAC 25|ZANTAC 300|ZANTAC 75|ZANTAC 75 DISSOLVE|ZANTAC 75 RELIEF|ZANTAC 75 RELIEF DISSOLVE";"Small molecule";"4";"350.87";"4";"9";"1.46";"83.58";"7";"2";"0";"10";"N";"0.38";"";"7.80";"0.99";"0.45";"1";"MOL";"0";"21";"7";"2";"0";"314.1413";"NEUTRAL";"C13H23ClN4O3S";"CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.Cl"
"CHEMBL1241348";"FALDAPREVIR";"BI 201335|BI201335|FALDAPREVIR";"Small molecule";"3";"869.84";"84";"150";"6.30";"198.38";"11";"4";"3";"13";"N";"0.14";"3.38";"1.11";"6.51";"2.99";"3";"MOL";"0";"57";"15";"4";"3";"868.2465";"ACID";"C40H49BrN6O9S";"C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(NC(=O)C(C)C)n3)nc3c(Br)c(OC)ccc23)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)O"
"CHEMBL1213165";"DOLUTEGRAVIR SODIUM";"DOLUTEGRAVIR SODIUM|GSK-1349572|GSK1349572A|TIVICAY";"Small molecule";"4";"441.37";"21";"203";"1.35";"100.87";"6";"2";"0";"3";"N";"0.78";"10.10";"";"1.10";"1.10";"2";"MOL";"0";"30";"8";"2";"0";"419.1293";"NEUTRAL";"C20H18F2N3NaO5";"C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N21.[Na+]"
"CHEMBL1200734";"FOSAMPRENAVIR CALCIUM";"FOSAMPRENAVIR CALCIUM|FOSAMPRENAVIR CALCIUM SALT|GW 433908G|GW-433908G|LEXIVA|TELZIR";"Small molecule";"4";"623.68";"1";"6";"2.52";"177.72";"8";"4";"1";"13";"N";"0.20";"1.22";"2.45";"1.92";"-1.20";"2";"MOL";"0";"39";"12";"5";"2";"585.1910";"ACID";"C25H34CaN3O9PS";"CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1.[Ca+2]"
"CHEMBL1688243";"INCB-9471";"INCB-009471|INCB-9471|INCB009471|INCB9471";"Small molecule";"2";"559.68";"15";"49";"4.82";"61.80";"6";"0";"1";"5";"N";"0.52";"";"8.42";"3.25";"2.20";"2";"MOL";"0";"40";"7";"0";"1";"559.3134";"NEUTRAL";"C30H40F3N5O2";"CCO[C@@H]1Cc2cc(C(F)(F)F)ccc2[C@H]1N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C"
"CHEMBL218227";"S-1360";"GSK-S-1360|GW-810781|GW810781|S 1360|S-1360";"Small molecule";"2";"313.29";"7";"24";"2.91";"92.01";"5";"2";"0";"5";"N";"0.43";"4.13";"0.90";"2.22";"0.06";"3";"MOL";"0";"23";"6";"2";"0";"313.0863";"ACID";"C16H12FN3O3";"O=C(/C=C(\O)c1nc[nH]n1)c1ccc(Cc2ccc(F)cc2)o1"
"CHEMBL2364608";"DORAVIRINE";"DORAVIRINE|MK-1439|PIFELTRO";"Small molecule";"4";"425.75";"7";"27";"2.65";"105.70";"7";"1";"0";"4";"N";"0.69";"9.66";"";"2.23";"2.23";"3";"MOL";"0";"29";"8";"1";"0";"425.0503";"NEUTRAL";"C17H11ClF3N5O3";"Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O"
"CHEMBL104";"CLOTRIMAZOLE";"ABTRIM|ACTAVALL|BAY 5097|CANDIDEN|CANESTEN|CANESTEN AF|CANESTEN CRM COMBI|CANESTEN INTERNAL|CANESTEN VC|CLOTRIMAZOLE|FUNGEDERM|GNF-PF-3499|GYNE-LOTRIMIN|GYNE-LOTRIMIN 3|GYNE-LOTRIMIN 3 COMBINATION PACK|GYNE-LOTRIMIN COMBINATION PACK|GYNIX|MASNODERM|MYCELEX|MYCELEX-7|MYCELEX-7 COMBINATION PACK|MYCELEX-G|MYCIL GOLD|NSC-257473|PRIVACOM|TRIMYSTEN|TRIVAGIZOLE 3";"Small molecule";"4";"344.85";"381";"2691";"5.38";"17.82";"2";"0";"1";"4";"N";"0.45";"";"6.26";"5.84";"5.82";"4";"MOL";"0";"25";"2";"0";"1";"344.1080";"NEUTRAL";"C22H17ClN2";"Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1"
"CHEMBL19019";"NALTREXONE";"Celupan|EN-1639A|EN-1639A FREE BASE|EN-1639A [AS HYDROCHLORIDE]|NALTREXONE|Revia|Trexal|Trexan|VIVITROL";"Small molecule";"4";"341.41";"147";"957";"1.53";"70.00";"5";"2";"0";"2";"N";"0.85";"10.11";"8.88";"1.36";"0.13";"1";"MOL";"0";"25";"5";"2";"0";"341.1627";"BASE";"C20H23NO4";"O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5"
"CHEMBL86";"METOCLOPRAMIDE";"Clopra|Clopra-'Yellow'|METOCLOPRAMIDE|Maxolon|Metoclopramide|Reglan";"Small molecule";"4";"299.80";"174";"817";"2.00";"67.59";"4";"2";"0";"7";"N";"0.76";"";"9.04";"1.40";"-0.25";"1";"MOL";"0";"20";"5";"3";"0";"299.1401";"BASE";"C14H22ClN3O2";"CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC"
"CHEMBL1138";"EZETIMIBE";"EZETIMIBE|EZETROL|MK0653|SCH58235|ZETIA";"Small molecule";"4";"409.43";"41";"192";"4.89";"60.77";"3";"2";"0";"6";"N";"0.57";"9.48";"";"4.56";"4.56";"3";"MOL";"0";"30";"4";"2";"0";"409.1489";"NEUTRAL";"C24H21F2NO3";"O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1"
"CHEMBL1401";"NITAZOXANIDE";"ALINIA|NITAZOXANIDE|NSC-697855|PH 5776";"Small molecule";"4";"307.29";"204";"782";"2.23";"111.43";"7";"1";"0";"4";"N";"0.40";"10.62";"";"2.12";"2.12";"2";"MOL";"0";"21";"8";"1";"0";"307.0263";"NEUTRAL";"C12H9N3O5S";"CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1"
"CHEMBL90555";"VINCRISTINE";"VINCRISTINE|Vincristine";"Small molecule";"4";"824.97";"226";"1546";"3.52";"171.17";"12";"3";"2";"8";"N";"0.13";"10.85";"8.66";"3.13";"1.14";"3";"MOL";"0";"60";"14";"3";"2";"824.3996";"BASE";"C46H56N4O10";"CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1"
"CHEMBL1144";"PRAVASTATIN";"C10AA03|PRAVASTATIN|Pravachol|Pravastatin";"Small molecule";"4";"424.53";"153";"1425";"2.44";"124.29";"6";"4";"0";"10";"N";"0.40";"4.21";"";"1.65";"-1.38";"0";"MOL";"0";"30";"7";"4";"0";"424.2461";"ACID";"C23H36O7";"CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21"
"CHEMBL595";"PIOGLITAZONE";"AD-4833|Actos|Duetact|PIOGLITAZONE|U-72107";"Small molecule";"4";"356.45";"202";"1263";"3.16";"68.29";"5";"1";"0";"7";"N";"0.83";"6.66";"5.60";"3.33";"2.74";"2";"MOL";"0";"25";"5";"1";"0";"356.1195";"NEUTRAL";"C19H20N2O3S";"CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1"
"CHEMBL3545347";"TXA127";"TXA-127|TXA127";"Protein";"2";"899.02";"0";"";"-1.83";"377.24";"12";"13";"3";"25";"N";"0.03";"3.35";"11.46";"-6.34";"-6.31";"2";"BOTH";"0";"64";"23";"15";"3";"898.4661";"ZWITTERION";"C41H62N12O11";"CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)O"
"CHEMBL1789941";"RUXOLITINIB";"INC-424|INC424|INCB-018424|INCB-18424|INCB018424|JAKAVI|RUXOLITINIB";"Small molecule";"4";"306.37";"495";"873";"3.47";"83.18";"5";"1";"0";"4";"N";"0.80";"13.89";"3.91";"2.48";"2.48";"3";"MOL";"0";"23";"6";"1";"0";"306.1593";"NEUTRAL";"C17H18N6";"N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1"
"CHEMBL1276308";"MIFEPRISTONE";"KORLYM|MIFEGYNE|MIFEPREX|MIFEPRISTONE|RU 38486|RU 486|RU486";"Small molecule";"4";"429.60";"197";"1491";"5.41";"40.54";"3";"1";"1";"2";"N";"0.64";"12.87";"4.89";"5.13";"5.13";"1";"MOL";"0";"32";"3";"1";"1";"429.2668";"NEUTRAL";"C29H35NO2";"CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C"
"CHEMBL256147";"TILARGININE";"L-NMMA|NG-METHYLARGININE|TARGININE|TILARGININE|Targinine";"Small molecule";"3";"188.23";"35";"241";"-1.08";"111.23";"3";"5";"0";"5";"N";"0.21";"2.48";"12.64";"-2.87";"-4.56";"0";"MOL";"0";"13";"6";"6";"1";"188.1273";"ZWITTERION";"C7H16N4O2";"CNC(=N)NCCC[C@H](N)C(=O)O"
"CHEMBL1017";"TELMISARTAN";"BIBR 277 SE|BIBR-277|BIBR-277 SE|BIBR-277SE|C09CA07|MICARDIS|TELMISARTAN|TOLURA";"Small molecule";"4";"514.63";"76";"358";"7.26";"72.94";"5";"1";"2";"7";"N";"0.24";"3.62";"5.86";"6.13";"4.86";"6";"MOL";"0";"39";"6";"1";"2";"514.2369";"ACID";"C33H30N4O2";"CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1"
"CHEMBL1741";"CLARITHROMYCIN";"A-56268|ABBOTT-56268|BIAXIN|BIAXIN XL|Biaxin|Biaxin XL Pac|CLARIE XL|CLARITHROMYCIN|CLARITHROMYCIN IDENTITY|CLAROSIP|Clarithromycin extended release|FEBZIN XL|KLARICID|KLARICID 500|KLARICID ADULT|KLARICID I.V.|KLARICID PAED|KLARICID XL|MYCIFOR XL|Prevpac|TE-031|XETININ XL|ZECLAR";"Small molecule";"4";"747.96";"215";"2976";"2.44";"182.91";"14";"4";"2";"8";"N";"0.27";"12.46";"8.38";"3.24";"2.22";"0";"MOL";"0";"52";"14";"4";"2";"747.4769";"NEUTRAL";"C38H69NO13";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O"
